TFBS_ID	promoter	TF_name_10.7	TF_name_11.0.2	TU_ID_10.7	TU_name_10.7	TU_ID_11.0.2	TU_name_11.0.2	coords_10.7	coords_11.0.2	evidence_10.7	evidence_11.0.2	confidence_10.7	confidence_11.0.2
ECK120011543	gyrBp2	NA	Fis	NA	NA	ECK125300376	gyrB	NA	3880205_3880219	NA	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120011545	gyrBp2	NA	Fis	NA	NA	ECK125300376	gyrB	NA	3880252_3880266	NA	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120011561	hemFp	IHF	NA	ECK120008987	hemF	NA	NA	2553206_2553218	NA	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	NA	weak	NA
ECK120011561	hemFp1	NA	IHF	NA	NA	ECK120008987	hemF	NA	2553206_2553218	NA	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	NA	weak
ECK120011581	bolAp	NA	OmpR	NA	NA	ECK125300287	bolA	NA	454377_454396	NA	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins]	NA	strong
ECK120011632	micFp	Lrp	NA	ECK120008981	micF	NA	NA	2313103_2313117	NA	[GEA|W|Gene expression analysis],[BPP|S|Binding of purified proteins]	NA	strong	NA
ECK120011632	micFp1	NA	Lrp	NA	NA	ECK120008981	micF	NA	2313103_2313117	NA	[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120011632	micFp2	NA	Lrp	NA	NA	ECK125300413	micF	NA	2313103_2313117	NA	[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120011637	micFp	Lrp	NA	ECK120008981	micF	NA	NA	2313134_2313148	NA	[GEA|W|Gene expression analysis],[BPP|S|Binding of purified proteins]	NA	strong	NA
ECK120011637	micFp1	NA	Lrp	NA	NA	ECK120008981	micF	NA	2313134_2313148	NA	[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120011637	micFp2	NA	Lrp	NA	NA	ECK125300413	micF	NA	2313134_2313148	NA	[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120011642	micFp	Lrp	NA	ECK120008981	micF	NA	NA	2313199_2313210	NA	[GEA|W|Gene expression analysis],[BPP|S|Binding of purified proteins]	NA	strong	NA
ECK120011642	micFp1	NA	Lrp	NA	NA	ECK120008981	micF	NA	2313199_2313210	NA	[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120011642	micFp2	NA	Lrp	NA	NA	ECK125300413	micF	NA	2313199_2313210	NA	[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120011644	micFp	SoxS	NA	ECK120008981	micF	NA	NA	2312955_2312974	NA	[BCE|W|Binding of cellular extracts],[IHBCE|W|Inferred by a human based on computational evidence],[CEUMA||ChIP-exo evidence used in manual assertion],[BPP|S|Binding of purified proteins],[RE||RNA-seq evidence]	NA	strong	NA
ECK120011644	micFp1	NA	SoxS	NA	NA	ECK120008981	micF	NA	2312955_2312974	NA	[BCE|W|Binding of cellular extracts],[BPP|S|Binding of purified proteins],[CEEUMA||ChIP-exo evidence used in manual assertion],[IHBCE|W|Inferred by a human based on computational evidence],[RSE||RNA-seq evidence]	NA	strong
ECK120011644	micFp2	NA	SoxS	NA	NA	ECK125300413	micF	NA	2312955_2312974	NA	[BCE|W|Binding of cellular extracts],[BPP|S|Binding of purified proteins],[CEEUMA||ChIP-exo evidence used in manual assertion],[IHBCE|W|Inferred by a human based on computational evidence],[RSE||RNA-seq evidence]	NA	strong
ECK120011646	micFp	SoxS	NA	ECK120008981	micF	NA	NA	2313036_2313055	NA	[BCE|W|Binding of cellular extracts],[IHBCE|W|Inferred by a human based on computational evidence],[CEUMA||ChIP-exo evidence used in manual assertion],[BPP|S|Binding of purified proteins],[RE||RNA-seq evidence]	NA	strong	NA
ECK120011646	micFp1	NA	SoxS	NA	NA	ECK120008981	micF	NA	2313036_2313055	NA	[BCE|W|Binding of cellular extracts],[BPP|S|Binding of purified proteins],[CEEUMA||ChIP-exo evidence used in manual assertion],[IHBCE|W|Inferred by a human based on computational evidence],[RSE||RNA-seq evidence]	NA	strong
ECK120011646	micFp2	NA	SoxS	NA	NA	ECK125300413	micF	NA	2313036_2313055	NA	[BCE|W|Binding of cellular extracts],[BPP|S|Binding of purified proteins],[CEEUMA||ChIP-exo evidence used in manual assertion],[IHBCE|W|Inferred by a human based on computational evidence],[RSE||RNA-seq evidence]	NA	strong
ECK120011648	micFp	Lrp	NA	ECK120008981	micF	NA	NA	2313163_2313177	NA	[GEA|W|Gene expression analysis],[BPP|S|Binding of purified proteins]	NA	strong	NA
ECK120011648	micFp1	NA	Lrp	NA	NA	ECK120008981	micF	NA	2313163_2313177	NA	[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120011648	micFp2	NA	Lrp	NA	NA	ECK125300413	micF	NA	2313163_2313177	NA	[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120011656	patAp2	NA	NtrC	NA	NA	ECK125300354	patA	NA	3219279_3219295	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[GEA|W|Gene expression analysis]	NA	weak
ECK120011658	patAp2	NA	NtrC	NA	NA	ECK125300354	patA	NA	3219257_3219273	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[GEA|W|Gene expression analysis]	NA	weak
ECK120011660	patAp2	NA	Fis	NA	NA	ECK125300354	patA	NA	3219330_3219344	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	NA	weak
ECK120011662	patAp2	NA	IHF	NA	NA	ECK125300354	patA	NA	3219196_3219208	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	NA	weak
ECK120011682	rrsAp	NA	Fis	NA	NA	ECK125300316	rrsA-ileT-alaT-rrlA-rrfA	NA	4035161_4035175	NA	[BPP|S|Binding of purified proteins]	NA	strong
ECK120011684	rrsAp	NA	Fis	NA	NA	ECK125300316	rrsA-ileT-alaT-rrlA-rrfA	NA	4035141_4035155	NA	[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120011686	rrsAp	NA	Fis	NA	NA	ECK125300316	rrsA-ileT-alaT-rrlA-rrfA	NA	4035121_4035135	NA	[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120011688	rrsAp	NA	Fis	NA	NA	ECK125300316	rrsA-ileT-alaT-rrlA-rrfA	NA	4035099_4035113	NA	[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120011690	rrsCp	NA	Fis	NA	NA	ECK125300344	rrsC-gltU-rrlC-rrfC	NA	3941439_3941453	NA	[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120011692	rrsCp	NA	Fis	NA	NA	ECK125300344	rrsC-gltU-rrlC-rrfC	NA	3941408_3941422	NA	[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120011694	rrsCp	NA	Fis	NA	NA	ECK125300344	rrsC-gltU-rrlC-rrfC	NA	3941388_3941402	NA	[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120011699	gpmAp4	NA	Fur	NA	NA	ECK125300290	gpmA	NA	787618_787636	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[GEA|W|Gene expression analysis]	NA	weak
ECK120011701	gpmAp4	NA	Fur	NA	NA	ECK125300290	gpmA	NA	787621_787639	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120011703	rrsDp	NA	Fis	NA	NA	ECK125300337	rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF	NA	3429111_3429125	NA	[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120011705	rrsDp	NA	Fis	NA	NA	ECK125300337	rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF	NA	3429131_3429145	NA	[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120011707	rrsDp	NA	Fis	NA	NA	ECK125300337	rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF	NA	3429166_3429180	NA	[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120011709	rrsDp	NA	Fis	NA	NA	ECK125300337	rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF	NA	3429184_3429198	NA	[GEA|W|Gene expression analysis]	NA	weak
ECK120011711	rrsDp	NA	Fis	NA	NA	ECK125300337	rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF	NA	3429214_3429228	NA	[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120011713	rrsEp	Fis	NA	ECK120008931	rrsE-gltV-rrlE-rrfE	NA	NA	4207784_4207798	NA	[GEA|W|Gene expression analysis],[BPP|S|Binding of purified proteins]	NA	strong	NA
ECK120011713	rrsEp1	NA	Fis	NA	NA	ECK120008931	rrsE-gltV-rrlE-rrfE	NA	4207784_4207798	NA	[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120011713	rrsEp3	NA	Fis	NA	NA	ECK125300321	rrsE-gltV-rrlE-rrfE	NA	4207784_4207798	NA	[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120011715	rrsEp	Fis	NA	ECK120008931	rrsE-gltV-rrlE-rrfE	NA	NA	4207755_4207769	NA	[GEA|W|Gene expression analysis],[BPP|S|Binding of purified proteins]	NA	strong	NA
ECK120011715	rrsEp1	NA	Fis	NA	NA	ECK120008931	rrsE-gltV-rrlE-rrfE	NA	4207755_4207769	NA	[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120011715	rrsEp3	NA	Fis	NA	NA	ECK125300321	rrsE-gltV-rrlE-rrfE	NA	4207755_4207769	NA	[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120011717	rrsEp	Fis	NA	ECK120008931	rrsE-gltV-rrlE-rrfE	NA	NA	4207739_4207753	NA	[GEA|W|Gene expression analysis],[BPP|S|Binding of purified proteins]	NA	strong	NA
ECK120011717	rrsEp1	NA	Fis	NA	NA	ECK120008931	rrsE-gltV-rrlE-rrfE	NA	4207739_4207753	NA	[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120011717	rrsEp3	NA	Fis	NA	NA	ECK125300321	rrsE-gltV-rrlE-rrfE	NA	4207739_4207753	NA	[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120011719	rrsEp	Fis	NA	ECK120008931	rrsE-gltV-rrlE-rrfE	NA	NA	4207713_4207727	NA	[GEA|W|Gene expression analysis],[BPP|S|Binding of purified proteins]	NA	strong	NA
ECK120011719	rrsEp1	NA	Fis	NA	NA	ECK120008931	rrsE-gltV-rrlE-rrfE	NA	4207713_4207727	NA	[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120011719	rrsEp3	NA	Fis	NA	NA	ECK125300321	rrsE-gltV-rrlE-rrfE	NA	4207713_4207727	NA	[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120011721	rrsEp	Fis	NA	ECK120008931	rrsE-gltV-rrlE-rrfE	NA	NA	4207686_4207700	NA	[GEA|W|Gene expression analysis],[BPP|S|Binding of purified proteins]	NA	strong	NA
ECK120011721	rrsEp1	NA	Fis	NA	NA	ECK120008931	rrsE-gltV-rrlE-rrfE	NA	4207686_4207700	NA	[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120011721	rrsEp3	NA	Fis	NA	NA	ECK125300321	rrsE-gltV-rrlE-rrfE	NA	4207686_4207700	NA	[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120011723	rrsGp	NA	Fis	NA	NA	ECK125300366	rrsG-gltW-rrlG-rrfG	NA	2731512_2731526	NA	[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120011725	rrsGp	NA	Fis	NA	NA	ECK125300366	rrsG-gltW-rrlG-rrfG	NA	2731532_2731546	NA	[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120011727	rrsGp	NA	Fis	NA	NA	ECK125300366	rrsG-gltW-rrlG-rrfG	NA	2731553_2731567	NA	[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120011729	rrsHp	NA	Fis	NA	NA	ECK125300331	rrsH-ileV-alaV-rrlH-rrfH	NA	223407_223421	NA	[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120011731	rrsHp	NA	Fis	NA	NA	ECK125300331	rrsH-ileV-alaV-rrlH-rrfH	NA	223387_223401	NA	[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120011733	rrsHp	NA	Fis	NA	NA	ECK125300331	rrsH-ileV-alaV-rrlH-rrfH	NA	223344_223358	NA	[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120011735	rrsHp	NA	Fis	NA	NA	ECK125300331	rrsH-ileV-alaV-rrlH-rrfH	NA	223297_223311	NA	[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120011765	acsp	NA	Fis	NA	NA	ECK125300307	acs-yjcHG	NA	4287649_4287663	NA	[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120011768	acsp	NA	IHF	NA	NA	ECK125300307	acs-yjcHG	NA	4287610_4287622	NA	[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120011771	acsp	NA	CRP	NA	NA	ECK125300307	acs-yjcHG	NA	4287450_4287471	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis],[SM|S|Site mutation]	NA	strong
ECK120011773	acsp	NA	CRP	NA	NA	ECK125300307	acs-yjcHG	NA	4287503_4287524	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis],[SM|S|Site mutation]	NA	strong
ECK120011775	acsp	NA	Fis	NA	NA	ECK125300307	acs-yjcHG	NA	4287443_4287457	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis],[SM|S|Site mutation]	NA	strong
ECK120011777	acsp	NA	Fis	NA	NA	ECK125300307	acs-yjcHG	NA	4287482_4287496	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis],[SM|S|Site mutation]	NA	strong
ECK120011779	acsp	NA	IHF	NA	NA	ECK125300307	acs-yjcHG	NA	4287538_4287550	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis],[SM|S|Site mutation]	NA	strong
ECK120011781	acsp	NA	IHF	NA	NA	ECK125300307	acs-yjcHG	NA	4287565_4287577	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120011786	ompFp2	NA	OmpR	NA	NA	ECK125300387	ompF	NA	987453_987472	NA	[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120011788	ompFp2	NA	OmpR	NA	NA	ECK125300387	ompF	NA	987153_987172	NA	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BCE|W|Binding of cellular extracts],[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis],[SM|S|Site mutation]	NA	strong
ECK120011790	ompFp2	NA	OmpR	NA	NA	ECK125300387	ompF	NA	987133_987152	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences],[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis],[SM|S|Site mutation]	NA	strong
ECK120011795	yiaKp	CRP	NA	ECK120009799	yiaKLMNO-lyx-sgbHUE	NA	NA	3742725_3742746	NA	[GEA|W|Gene expression analysis],[BPP|S|Binding of purified proteins],[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.]	NA	strong	NA
ECK120011795	yiaKp1	NA	CRP	NA	NA	ECK120009799	yiaKLMNO-lyx-sgbHUE	NA	3742725_3742746	NA	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[GEA|W|Gene expression analysis]	NA	strong
ECK120011806	osmYp2	NA	IHF	NA	NA	ECK125300322	osmY	NA	4611050_4611062	NA	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[CPEUMA||ChIP-PCR evidence used in manual assertion],[GEA|W|Gene expression analysis]	NA	strong
ECK120011808	osmYp2	NA	Lrp	NA	NA	ECK125300322	osmY	NA	4610997_4611011	NA	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[CSE||ChIP-seq evidence],[GEA|W|Gene expression analysis],[RSE||RNA-seq evidence]	NA	strong
ECK120011810	osmYp2	NA	Lrp	NA	NA	ECK125300322	osmY	NA	4610960_4610974	NA	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[BPP|S|Binding of purified proteins],[CSE||ChIP-seq evidence],[GEA|W|Gene expression analysis],[RSE||RNA-seq evidence]	NA	strong
ECK120011812	osmYp2	NA	CRP	NA	NA	ECK125300322	osmY	NA	4611154_4611175	NA	[GEA|W|Gene expression analysis],[IHBCE|W|Inferred by a human based on computational evidence]	NA	weak
ECK120011814	osmYp2	NA	CRP	NA	NA	ECK125300322	osmY	NA	4611130_4611151	NA	[APIORCISFBSCS|W|A person inferred or reviewed a computer inference of sequence function based on similarity to a consensus sequence.],[GEA|W|Gene expression analysis],[IHBCE|W|Inferred by a human based on computational evidence]	NA	weak
ECK120011828	metKp2	NA	MetJ	NA	NA	ECK125300306	metK	NA	3086555_3086570	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	NA	weak
ECK120011830	metKp2	NA	MetJ	NA	NA	ECK125300306	metK	NA	3086567_3086582	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	NA	weak
ECK120011832	ahpCp	MetJ	NA	ECK120009267	ahpCF	NA	NA	638930_638945	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	NA	weak	NA
ECK120011832	ahpCp1	NA	MetJ	NA	NA	ECK120009267	ahpCF	NA	638930_638945	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	NA	weak
ECK120011834	ahpCp	MetJ	NA	ECK120009267	ahpCF	NA	NA	638940_638955	NA	[AIBSCS|W|Automated inference based on similarity to consensus sequences]	NA	weak	NA
